Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90,scouting_report
73,Chuba Akpom,eng ENG,FW,Lille,fr Ligue 1,28.0,1995.0,14,6,639,7.1,3,1,4,2,1,2,0,0,5.0,3.4,0.5,3.9,6,7,38,0.42,0.14,0.56,0.28,0.42,0.7,0.08,0.78,0.48,0.56,Scouting Report for Chuba Akpom. Team: Lille. Position: FW. Age: 28.0. Nation: eng ENG. Matches Played: 14. Minutes: 639. Goals: 3. Assists: 1. Non-Penalty xG (npxG): 3.4. Expected Assists (xAG): 0.5. Progressive Carries: 6. Progressive Passes: 7. 
74,David Alaba,at AUT,DF,Real Madrid,es La Liga,32.0,1992.0,7,4,317,3.5,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,2,7,4,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Scouting Report for David Alaba. Team: Real Madrid. Position: DF. Age: 32.0. Nation: at AUT. Matches Played: 7. Minutes: 317. Goals: 0. Assists: 0. Non-Penalty xG (npxG): 0.0. Expected Assists (xAG): 0.1. Progressive Carries: 2. Progressive Passes: 7. 
77,Raúl Albiol,es ESP,DF,Villarreal,es La Liga,38.0,1985.0,15,14,1188,13.2,0,0,0,0,0,0,5,0,0.1,0.1,0.0,0.1,3,34,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Scouting Report for Raúl Albiol. Team: Villarreal. Position: DF. Age: 38.0. Nation: es ESP. Matches Played: 15. Minutes: 1188. Goals: 0. Assists: 0. Non-Penalty xG (npxG): 0.1. Expected Assists (xAG): 0.0. Progressive Carries: 3. Progressive Passes: 34. 
79,Carlos Alcaraz,ar ARG,"FW,MF",Everton,eng Premier League,21.0,2002.0,15,7,764,8.5,2,3,5,2,0,0,4,0,1.7,1.7,1.6,3.4,19,42,21,0.24,0.35,0.59,0.24,0.59,0.2,0.19,0.4,0.2,0.4,"Scouting Report for Carlos Alcaraz. Team: Everton. Position: FW,MF. Age: 21.0. Nation: ar ARG. Matches Played: 15. Minutes: 764. Goals: 2. Assists: 3. Non-Penalty xG (npxG): 1.7. Expected Assists (xAG): 1.6. Progressive Carries: 19. Progressive Passes: 42. "
80,Omar Alderete,py PAR,DF,Getafe,es La Liga,27.0,1996.0,34,34,2971,33.0,1,0,1,1,0,0,8,0,1.7,1.7,0.9,2.6,25,112,7,0.03,0.0,0.03,0.03,0.03,0.05,0.03,0.08,0.05,0.08,Scouting Report for Omar Alderete. Team: Getafe. Position: DF. Age: 27.0. Nation: py PAR. Matches Played: 34. Minutes: 2971. Goals: 1. Assists: 0. Non-Penalty xG (npxG): 1.7. Expected Assists (xAG): 0.9. Progressive Carries: 25. Progressive Passes: 112. 
81,Carles Aleñá,es ESP,"MF,FW",Getafe,es La Liga,26.0,1998.0,10,5,452,5.0,0,0,0,0,0,0,1,0,0.9,0.9,0.1,1.0,3,12,10,0.0,0.0,0.0,0.0,0.0,0.18,0.02,0.2,0.18,0.2,"Scouting Report for Carles Aleñá. Team: Getafe. Position: MF,FW. Age: 26.0. Nation: es ESP. Matches Played: 10. Minutes: 452. Goals: 0. Assists: 0. Non-Penalty xG (npxG): 0.9. Expected Assists (xAG): 0.1. Progressive Carries: 3. Progressive Passes: 12. "
82,Carles Aleñá,es ESP,"MF,FW",Alavés,es La Liga,26.0,1998.0,14,13,1090,12.1,0,2,2,0,0,0,1,0,0.7,0.7,1.3,2.0,18,58,43,0.0,0.17,0.17,0.0,0.17,0.06,0.11,0.17,0.06,0.17,"Scouting Report for Carles Aleñá. Team: Alavés. Position: MF,FW. Age: 26.0. Nation: es ESP. Matches Played: 14. Minutes: 1090. Goals: 0. Assists: 2. Non-Penalty xG (npxG): 0.7. Expected Assists (xAG): 1.3. Progressive Carries: 18. Progressive Passes: 58. "
84,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,25.0,1998.0,33,28,2365,26.3,3,6,9,3,0,0,5,0,1.9,1.9,7.3,9.2,51,232,94,0.11,0.23,0.34,0.11,0.34,0.07,0.28,0.35,0.07,0.35,Scouting Report for Trent Alexander-Arnold. Team: Liverpool. Position: DF. Age: 25.0. Nation: eng ENG. Matches Played: 33. Minutes: 2365. Goals: 3. Assists: 6. Non-Penalty xG (npxG): 1.9. Expected Assists (xAG): 7.3. Progressive Carries: 51. Progressive Passes: 232. 
85,Alfon,es ESP,"FW,MF",Celta Vigo,es La Liga,25.0,1999.0,26,14,1371,15.2,5,2,7,5,0,0,1,1,4.6,4.6,2.6,7.2,89,22,170,0.33,0.13,0.46,0.33,0.46,0.3,0.17,0.47,0.3,0.47,"Scouting Report for Alfon. Team: Celta Vigo. Position: FW,MF. Age: 25.0. Nation: es ESP. Matches Played: 26. Minutes: 1371. Goals: 5. Assists: 2. Non-Penalty xG (npxG): 4.6. Expected Assists (xAG): 2.6. Progressive Carries: 89. Progressive Passes: 22. "
86,Mohamed Ali Cho,fr FRA,"FW,MF",Nice,fr Ligue 1,20.0,2004.0,27,21,1621,18.0,3,4,7,3,0,0,2,0,4.0,4.0,4.0,7.9,81,59,133,0.17,0.22,0.39,0.17,0.39,0.22,0.22,0.44,0.22,0.44,"Scouting Report for Mohamed Ali Cho. Team: Nice. Position: FW,MF. Age: 20.0. Nation: fr FRA. Matches Played: 27. Minutes: 1621. Goals: 3. Assists: 4. Non-Penalty xG (npxG): 4.0. Expected Assists (xAG): 4.0. Progressive Carries: 81. Progressive Passes: 59. "
88,Alisson,br BRA,GK,Liverpool,eng Premier League,31.0,1992.0,28,28,2508,27.9,0,0,0,0,0,0,0,0,0.0,0.0,0.6,0.6,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Scouting Report for Alisson. Team: Liverpool. Position: GK. Age: 31.0. Nation: br BRA. Matches Played: 28. Minutes: 2508. Goals: 0. Assists: 0. Non-Penalty xG (npxG): 0.0. Expected Assists (xAG): 0.6. Progressive Carries: 0. Progressive Passes: 1. 
90,Jim Allevinah,ga GAB,FW,Angers,fr Ligue 1,29.0,1995.0,28,23,1750,19.4,1,3,4,1,0,0,3,0,4.2,4.2,2.5,6.7,57,48,99,0.05,0.15,0.21,0.05,0.21,0.22,0.13,0.35,0.22,0.35,Scouting Report for Jim Allevinah. Team: Angers. Position: FW. Age: 29.0. Nation: ga GAB. Matches Played: 28. Minutes: 1750. Goals: 1. Assists: 3. Non-Penalty xG (npxG): 4.2. Expected Assists (xAG): 2.5. Progressive Carries: 57. Progressive Passes: 48. 
92,Thiago Almada,ar ARG,"MF,FW",Lyon,fr Ligue 1,23.0,2001.0,16,9,951,10.6,1,4,5,1,0,0,3,0,2.0,2.0,2.6,4.6,38,97,50,0.09,0.38,0.47,0.09,0.47,0.19,0.25,0.44,0.19,0.44,"Scouting Report for Thiago Almada. Team: Lyon. Position: MF,FW. Age: 23.0. Nation: ar ARG. Matches Played: 16. Minutes: 951. Goals: 1. Assists: 4. Non-Penalty xG (npxG): 2.0. Expected Assists (xAG): 2.6. Progressive Carries: 38. Progressive Passes: 97. "
93,Domingos André Ribeiro Almeida,pt POR,"MF,FW",Valencia,es La Liga,24.0,2000.0,34,24,1977,22.0,0,4,4,0,0,0,2,0,1.2,1.2,3.2,4.4,45,142,77,0.0,0.18,0.18,0.0,0.18,0.05,0.14,0.2,0.05,0.2,"Scouting Report for Domingos André Ribeiro Almeida. Team: Valencia. Position: MF,FW. Age: 24.0. Nation: pt POR. Matches Played: 34. Minutes: 1977. Goals: 0. Assists: 4. Non-Penalty xG (npxG): 1.2. Expected Assists (xAG): 3.2. Progressive Carries: 45. Progressive Passes: 142. "
96,Pontus Almqvist,se SWE,"FW,MF",Parma,it Serie A,25.0,1999.0,29,10,1112,12.4,1,1,2,1,0,0,5,0,2.1,2.1,1.3,3.5,42,12,85,0.08,0.08,0.16,0.08,0.16,0.17,0.11,0.28,0.17,0.28,"Scouting Report for Pontus Almqvist. Team: Parma. Position: FW,MF. Age: 25.0. Nation: se SWE. Matches Played: 29. Minutes: 1112. Goals: 1. Assists: 1. Non-Penalty xG (npxG): 2.1. Expected Assists (xAG): 1.3. Progressive Carries: 42. Progressive Passes: 12. "
97,Marcos Alonso,es ESP,DF,Celta Vigo,es La Liga,33.0,1990.0,31,29,2647,29.4,3,0,3,0,3,3,10,2,4.0,1.6,1.3,2.9,64,215,49,0.1,0.0,0.1,0.0,0.0,0.14,0.04,0.18,0.05,0.1,Scouting Report for Marcos Alonso. Team: Celta Vigo. Position: DF. Age: 33.0. Nation: es ESP. Matches Played: 31. Minutes: 2647. Goals: 3. Assists: 0. Non-Penalty xG (npxG): 1.6. Expected Assists (xAG): 1.3. Progressive Carries: 64. Progressive Passes: 215. 
98,Giorgio Altare,it ITA,DF,Venezia,it Serie A,25.0,1998.0,12,8,753,8.4,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.3,4,20,5,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,Scouting Report for Giorgio Altare. Team: Venezia. Position: DF. Age: 25.0. Nation: it ITA. Matches Played: 12. Minutes: 753. Goals: 0. Assists: 0. Non-Penalty xG (npxG): 0.2. Expected Assists (xAG): 0.1. Progressive Carries: 4. Progressive Passes: 20. 
99,Adrià Altimira,es ESP,"DF,FW",Leganés,es La Liga,23.0,2001.0,22,19,1630,18.1,0,0,0,0,0,0,6,0,0.3,0.3,0.5,0.8,23,42,69,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.04,0.02,0.04,"Scouting Report for Adrià Altimira. Team: Leganés. Position: DF,FW. Age: 23.0. Nation: es ESP. Matches Played: 22. Minutes: 1630. Goals: 0. Assists: 0. Non-Penalty xG (npxG): 0.3. Expected Assists (xAG): 0.5. Progressive Carries: 23. Progressive Passes: 42. "
100,Sergi Altimira,es ESP,MF,Betis,es La Liga,22.0,2001.0,32,22,1972,21.9,0,1,1,0,0,0,4,0,1.7,1.6,1.7,3.3,25,99,30,0.0,0.05,0.05,0.0,0.05,0.08,0.08,0.16,0.07,0.15,Scouting Report for Sergi Altimira. Team: Betis. Position: MF. Age: 22.0. Nation: es ESP. Matches Played: 32. Minutes: 1972. Goals: 0. Assists: 1. Non-Penalty xG (npxG): 1.6. Expected Assists (xAG): 1.7. Progressive Carries: 25. Progressive Passes: 99. 
102,Edson Álvarez,mx MEX,MF,West Ham,eng Premier League,26.0,1997.0,28,20,1772,19.7,0,1,1,0,0,0,9,1,0.4,0.4,0.8,1.2,24,85,18,0.0,0.05,0.05,0.0,0.05,0.02,0.04,0.06,0.02,0.06,Scouting Report for Edson Álvarez. Team: West Ham. Position: MF. Age: 26.0. Nation: mx MEX. Matches Played: 28. Minutes: 1772. Goals: 0. Assists: 1. Non-Penalty xG (npxG): 0.4. Expected Assists (xAG): 0.8. Progressive Carries: 24. Progressive Passes: 85. 
103,Hugo Álvarez,es ESP,"MF,DF",Celta Vigo,es La Liga,21.0,2003.0,26,16,1572,17.5,4,3,7,4,0,0,6,0,2.5,2.5,1.1,3.6,74,60,171,0.23,0.17,0.4,0.23,0.4,0.14,0.07,0.21,0.14,0.21,"Scouting Report for Hugo Álvarez. Team: Celta Vigo. Position: MF,DF. Age: 21.0. Nation: es ESP. Matches Played: 26. Minutes: 1572. Goals: 4. Assists: 3. Non-Penalty xG (npxG): 2.5. Expected Assists (xAG): 1.1. Progressive Carries: 74. Progressive Passes: 60. "
104,Julián Álvarez,ar ARG,FW,Atlético Madrid,es La Liga,24.0,2000.0,37,30,2509,27.9,17,4,21,13,4,4,5,0,14.1,11.0,5.3,16.3,79,92,162,0.61,0.14,0.75,0.47,0.61,0.51,0.19,0.7,0.39,0.59,Scouting Report for Julián Álvarez. Team: Atlético Madrid. Position: FW. Age: 24.0. Nation: ar ARG. Matches Played: 37. Minutes: 2509. Goals: 17. Assists: 4. Non-Penalty xG (npxG): 11.0. Expected Assists (xAG): 5.3. Progressive Carries: 79. Progressive Passes: 92. 
105,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,29.0,1995.0,21,20,1781,19.8,1,0,1,1,0,0,4,0,0.5,0.5,0.2,0.7,19,105,0,0.05,0.0,0.05,0.05,0.05,0.02,0.01,0.04,0.02,0.04,Scouting Report for Yeray Álvarez. Team: Athletic Club. Position: DF. Age: 29.0. Nation: es ESP. Matches Played: 21. Minutes: 1781. Goals: 1. Assists: 0. Non-Penalty xG (npxG): 0.5. Expected Assists (xAG): 0.2. Progressive Carries: 19. Progressive Passes: 105. 
106,Skelly Alvero,fr FRA,MF,Werder Bremen,de Bundesliga,22.0,2002.0,12,1,236,2.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,8,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Scouting Report for Skelly Alvero. Team: Werder Bremen. Position: MF. Age: 22.0. Nation: fr FRA. Matches Played: 12. Minutes: 236. Goals: 0. Assists: 0. Non-Penalty xG (npxG): 0.0. Expected Assists (xAG): 0.0. Progressive Carries: 1. Progressive Passes: 8. 
108,Selim Amallah,ma MAR,MF,Valladolid,es La Liga,27.0,1996.0,24,18,1376,15.3,3,1,4,2,1,1,6,0,3.5,2.7,1.1,3.8,24,57,27,0.2,0.07,0.26,0.13,0.2,0.23,0.07,0.3,0.18,0.25,Scouting Report for Selim Amallah. Team: Valladolid. Position: MF. Age: 27.0. Nation: ma MAR. Matches Played: 24. Minutes: 1376. Goals: 3. Assists: 1. Non-Penalty xG (npxG): 2.7. Expected Assists (xAG): 1.1. Progressive Carries: 24. Progressive Passes: 57. 
109,Harry Amass,eng ENG,DF,Manchester Utd,eng Premier League,17.0,2007.0,5,4,346,3.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,9,7,23,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.02,0.02,0.02,Scouting Report for Harry Amass. Team: Manchester Utd. Position: DF. Age: 17.0. Nation: eng ENG. Matches Played: 5. Minutes: 346. Goals: 0. Assists: 0. Non-Penalty xG (npxG): 0.1. Expected Assists (xAG): 0.0. Progressive Carries: 9. Progressive Passes: 7. 
110,Amath,sn SEN,"FW,DF",Valladolid,es La Liga,28.0,1996.0,13,5,375,4.2,0,1,1,0,0,0,1,0,0.4,0.4,0.5,0.9,10,12,29,0.0,0.24,0.24,0.0,0.24,0.09,0.13,0.21,0.09,0.21,"Scouting Report for Amath. Team: Valladolid. Position: FW,DF. Age: 28.0. Nation: sn SEN. Matches Played: 13. Minutes: 375. Goals: 0. Assists: 1. Non-Penalty xG (npxG): 0.4. Expected Assists (xAG): 0.5. Progressive Carries: 10. Progressive Passes: 12. "
111,Jordan Amavi,fr FRA,DF,Brest,fr Ligue 1,30.0,1994.0,11,8,790,8.8,0,0,0,0,0,0,2,0,0.3,0.3,0.2,0.4,22,36,21,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,Scouting Report for Jordan Amavi. Team: Brest. Position: DF. Age: 30.0. Nation: fr FRA. Matches Played: 11. Minutes: 790. Goals: 0. Assists: 0. Non-Penalty xG (npxG): 0.3. Expected Assists (xAG): 0.2. Progressive Carries: 22. Progressive Passes: 36. 
113,Kelvin Amian,fr FRA,DF,Nantes,fr Ligue 1,26.0,1998.0,30,23,2165,24.1,1,0,1,1,0,0,5,0,1.0,1.0,0.8,1.8,32,73,77,0.04,0.0,0.04,0.04,0.04,0.04,0.03,0.08,0.04,0.08,Scouting Report for Kelvin Amian. Team: Nantes. Position: DF. Age: 26.0. Nation: fr FRA. Matches Played: 30. Minutes: 2165. Goals: 1. Assists: 0. Non-Penalty xG (npxG): 1.0. Expected Assists (xAG): 0.8. Progressive Carries: 32. Progressive Passes: 73. 
114,Michael Amir Murillo,pa PAN,DF,Marseille,fr Ligue 1,28.0,1996.0,30,27,2437,27.1,1,3,4,1,0,0,3,0,1.5,1.5,3.3,4.8,43,140,100,0.04,0.11,0.15,0.04,0.15,0.06,0.12,0.18,0.06,0.18,Scouting Report for Michael Amir Murillo. Team: Marseille. Position: DF. Age: 28.0. Nation: pa PAN. Matches Played: 30. Minutes: 2437. Goals: 1. Assists: 3. Non-Penalty xG (npxG): 1.5. Expected Assists (xAG): 3.3. Progressive Carries: 43. Progressive Passes: 140. 
115,Nadiem Amiri,de GER,MF,Mainz 05,de Bundesliga,27.0,1996.0,30,30,2473,27.5,7,5,12,5,2,2,9,2,5.5,3.9,6.6,10.5,50,204,64,0.25,0.18,0.44,0.18,0.36,0.2,0.24,0.44,0.14,0.38,Scouting Report for Nadiem Amiri. Team: Mainz 05. Position: MF. Age: 27.0. Nation: de GER. Matches Played: 30. Minutes: 2473. Goals: 7. Assists: 5. Non-Penalty xG (npxG): 3.9. Expected Assists (xAG): 6.6. Progressive Carries: 50. Progressive Passes: 204. 
117,Samuel Amo-Ameyaw,eng ENG,"DF,MF",Strasbourg,fr Ligue 1,18.0,2006.0,9,3,320,3.6,2,0,2,2,0,0,0,0,0.7,0.7,0.6,1.3,11,12,18,0.56,0.0,0.56,0.56,0.56,0.2,0.16,0.35,0.2,0.35,"Scouting Report for Samuel Amo-Ameyaw. Team: Strasbourg. Position: DF,MF. Age: 18.0. Nation: eng ENG. Matches Played: 9. Minutes: 320. Goals: 2. Assists: 0. Non-Penalty xG (npxG): 0.7. Expected Assists (xAG): 0.6. Progressive Carries: 11. Progressive Passes: 12. "
119,Mathis Amougou,fr FRA,MF,Saint-Étienne,fr Ligue 1,18.0,2006.0,17,9,859,9.5,0,0,0,0,0,0,2,0,0.5,0.5,0.4,0.8,8,36,17,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09,Scouting Report for Mathis Amougou. Team: Saint-Étienne. Position: MF. Age: 18.0. Nation: fr FRA. Matches Played: 17. Minutes: 859. Goals: 0. Assists: 0. Non-Penalty xG (npxG): 0.5. Expected Assists (xAG): 0.4. Progressive Carries: 8. Progressive Passes: 36. 
120,Mohamed Amoura,dz ALG,FW,Wolfsburg,de Bundesliga,24.0,2000.0,31,29,2467,27.4,10,9,19,8,2,2,6,0,8.7,7.2,4.0,11.2,81,61,244,0.36,0.33,0.69,0.29,0.62,0.32,0.15,0.46,0.26,0.41,Scouting Report for Mohamed Amoura. Team: Wolfsburg. Position: FW. Age: 24.0. Nation: dz ALG. Matches Played: 31. Minutes: 2467. Goals: 10. Assists: 9. Non-Penalty xG (npxG): 7.2. Expected Assists (xAG): 4.0. Progressive Carries: 81. Progressive Passes: 61. 
121,Sofyan Amrabat,ma MAR,MF,Fiorentina,it Serie A,27.0,1996.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,14,1,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Scouting Report for Sofyan Amrabat. Team: Fiorentina. Position: MF. Age: 27.0. Nation: ma MAR. Matches Played: 2. Minutes: 180. Goals: 0. Assists: 0. Non-Penalty xG (npxG): 0.0. Expected Assists (xAG): 0.1. Progressive Carries: 2. Progressive Passes: 14. 
123,Joachim Andersen,dk DEN,DF,Fulham,eng Premier League,28.0,1996.0,29,29,2583,28.7,0,0,0,0,0,0,6,1,1.0,1.0,0.5,1.5,16,112,2,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.05,0.04,0.05,Scouting Report for Joachim Andersen. Team: Fulham. Position: DF. Age: 28.0. Nation: dk DEN. Matches Played: 29. Minutes: 2583. Goals: 0. Assists: 0. Non-Penalty xG (npxG): 1.0. Expected Assists (xAG): 0.5. Progressive Carries: 16. Progressive Passes: 112. 
124,Elliot Anderson,eng ENG,MF,Nott'ham Forest,eng Premier League,21.0,2002.0,37,33,2728,30.3,2,6,8,2,0,0,10,0,2.1,2.1,3.3,5.4,52,143,94,0.07,0.2,0.26,0.07,0.26,0.07,0.11,0.18,0.07,0.18,Scouting Report for Elliot Anderson. Team: Nott'ham Forest. Position: MF. Age: 21.0. Nation: eng ENG. Matches Played: 37. Minutes: 2728. Goals: 2. Assists: 6. Non-Penalty xG (npxG): 2.1. Expected Assists (xAG): 3.3. Progressive Carries: 52. Progressive Passes: 143. 
125,André,br BRA,MF,Wolves,eng Premier League,23.0,2001.0,33,31,2472,27.5,0,0,0,0,0,0,7,0,0.4,0.4,0.8,1.3,10,109,11,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,Scouting Report for André. Team: Wolves. Position: MF. Age: 23.0. Nation: br BRA. Matches Played: 33. Minutes: 2472. Goals: 0. Assists: 0. Non-Penalty xG (npxG): 0.4. Expected Assists (xAG): 0.8. Progressive Carries: 10. Progressive Passes: 109. 
126,Benjamin André,fr FRA,MF,Lille,fr Ligue 1,33.0,1990.0,30,30,2692,29.9,0,3,3,0,0,0,12,0,1.4,1.4,1.9,3.3,29,209,72,0.0,0.1,0.1,0.0,0.1,0.05,0.06,0.11,0.05,0.11,Scouting Report for Benjamin André. Team: Lille. Position: MF. Age: 33.0. Nation: fr FRA. Matches Played: 30. Minutes: 2692. Goals: 0. Assists: 3. Non-Penalty xG (npxG): 1.4. Expected Assists (xAG): 1.9. Progressive Carries: 29. Progressive Passes: 209. 
127,Marcos André,br BRA,FW,Valladolid,es La Liga,27.0,1996.0,22,14,1188,13.2,1,2,3,1,0,0,5,0,2.7,2.7,0.8,3.5,11,16,39,0.08,0.15,0.23,0.08,0.23,0.2,0.06,0.27,0.2,0.27,Scouting Report for Marcos André. Team: Valladolid. Position: FW. Age: 27.0. Nation: br BRA. Matches Played: 22. Minutes: 1188. Goals: 1. Assists: 2. Non-Penalty xG (npxG): 2.7. Expected Assists (xAG): 0.8. Progressive Carries: 11. Progressive Passes: 16. 
128,Robert Andrich,de GER,"MF,DF",Leverkusen,de Bundesliga,29.0,1994.0,23,19,1598,17.8,2,2,4,2,0,0,7,0,1.3,1.3,0.3,1.6,8,65,17,0.11,0.11,0.23,0.11,0.23,0.07,0.02,0.09,0.07,0.09,"Scouting Report for Robert Andrich. Team: Leverkusen. Position: MF,DF. Age: 29.0. Nation: de GER. Matches Played: 23. Minutes: 1598. Goals: 2. Assists: 2. Non-Penalty xG (npxG): 1.3. Expected Assists (xAG): 0.3. Progressive Carries: 8. Progressive Passes: 65. "
129,Angeliño,es ESP,DF,Roma,it Serie A,27.0,1997.0,38,36,3177,35.3,2,1,3,2,0,0,1,0,1.4,1.4,3.7,5.1,66,172,172,0.06,0.03,0.08,0.06,0.08,0.04,0.1,0.15,0.04,0.15,Scouting Report for Angeliño. Team: Roma. Position: DF. Age: 27.0. Nation: es ESP. Matches Played: 38. Minutes: 3177. Goals: 2. Assists: 1. Non-Penalty xG (npxG): 1.4. Expected Assists (xAG): 3.7. Progressive Carries: 66. Progressive Passes: 172. 
131,Faustino Anjorin,eng ENG,MF,Empoli,it Serie A,22.0,2001.0,22,14,1114,12.4,2,3,5,2,0,0,3,0,0.9,0.9,1.7,2.5,28,55,35,0.16,0.24,0.4,0.16,0.4,0.07,0.13,0.21,0.07,0.21,Scouting Report for Faustino Anjorin. Team: Empoli. Position: MF. Age: 22.0. Nation: eng ENG. Matches Played: 22. Minutes: 1114. Goals: 2. Assists: 3. Non-Penalty xG (npxG): 0.9. Expected Assists (xAG): 1.7. Progressive Carries: 28. Progressive Passes: 55. 
132,Waldemar Anton,de GER,DF,Dortmund,de Bundesliga,28.0,1996.0,26,22,1949,21.7,2,2,4,2,0,0,4,0,1.7,1.7,0.8,2.5,32,117,28,0.09,0.09,0.18,0.09,0.18,0.08,0.04,0.11,0.08,0.11,Scouting Report for Waldemar Anton. Team: Dortmund. Position: DF. Age: 28.0. Nation: de GER. Matches Played: 26. Minutes: 1949. Goals: 2. Assists: 2. Non-Penalty xG (npxG): 1.7. Expected Assists (xAG): 0.8. Progressive Carries: 32. Progressive Passes: 117. 
135,Michail Antonio,jm JAM,FW,West Ham,eng Premier League,34.0,1990.0,14,11,836,9.3,1,1,2,1,0,0,1,0,2.2,2.2,1.6,3.8,29,18,59,0.11,0.11,0.22,0.11,0.22,0.24,0.17,0.41,0.24,0.41,Scouting Report for Michail Antonio. Team: West Ham. Position: FW. Age: 34.0. Nation: jm JAM. Matches Played: 14. Minutes: 836. Goals: 1. Assists: 1. Non-Penalty xG (npxG): 2.2. Expected Assists (xAG): 1.6. Progressive Carries: 29. Progressive Passes: 18. 
136,Antoniu,es ESP,"FW,MF",Espanyol,es La Liga,21.0,2002.0,26,13,1022,11.4,0,1,1,0,0,0,3,0,0.9,0.9,1.1,1.9,35,28,63,0.0,0.09,0.09,0.0,0.09,0.08,0.1,0.17,0.08,0.17,"Scouting Report for Antoniu. Team: Espanyol. Position: FW,MF. Age: 21.0. Nation: es ESP. Matches Played: 26. Minutes: 1022. Goals: 0. Assists: 1. Non-Penalty xG (npxG): 0.9. Expected Assists (xAG): 1.1. Progressive Carries: 35. Progressive Passes: 28. "
138,Antony,br BRA,FW,Betis,es La Liga,24.0,2000.0,17,15,1362,15.1,5,2,7,5,0,0,2,1,2.9,2.9,3.5,6.3,94,67,157,0.33,0.13,0.46,0.33,0.46,0.19,0.23,0.42,0.19,0.42,Scouting Report for Antony. Team: Betis. Position: FW. Age: 24.0. Nation: br BRA. Matches Played: 17. Minutes: 1362. Goals: 5. Assists: 2. Non-Penalty xG (npxG): 2.9. Expected Assists (xAG): 3.5. Progressive Carries: 94. Progressive Passes: 67. 
139,Anuar,ma MAR,"MF,FW",Valladolid,es La Liga,29.0,1995.0,26,21,1720,19.1,2,0,2,2,0,0,7,0,1.7,1.7,1.2,2.9,24,30,68,0.1,0.0,0.1,0.1,0.1,0.09,0.06,0.15,0.09,0.15,"Scouting Report for Anuar. Team: Valladolid. Position: MF,FW. Age: 29.0. Nation: ma MAR. Matches Played: 26. Minutes: 1720. Goals: 2. Assists: 0. Non-Penalty xG (npxG): 1.7. Expected Assists (xAG): 1.2. Progressive Carries: 24. Progressive Passes: 30. "
140,Dennis Appiah,fr FRA,DF,Saint-Étienne,fr Ligue 1,32.0,1992.0,29,22,2128,23.6,0,1,1,0,0,0,2,0,0.2,0.2,2.1,2.3,51,108,110,0.0,0.04,0.04,0.0,0.04,0.01,0.09,0.1,0.01,0.1,Scouting Report for Dennis Appiah. Team: Saint-Étienne. Position: DF. Age: 32.0. Nation: fr FRA. Matches Played: 29. Minutes: 2128. Goals: 0. Assists: 1. Non-Penalty xG (npxG): 0.2. Expected Assists (xAG): 2.1. Progressive Carries: 51. Progressive Passes: 108. 
142,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,28.0,1995.0,35,31,2661,29.6,10,0,10,7,3,3,10,0,8.2,5.8,0.6,6.5,17,75,55,0.34,0.0,0.34,0.24,0.24,0.28,0.02,0.3,0.2,0.22,Scouting Report for Mauro Arambarri. Team: Getafe. Position: MF. Age: 28.0. Nation: uy URU. Matches Played: 35. Minutes: 2661. Goals: 10. Assists: 0. Non-Penalty xG (npxG): 5.8. Expected Assists (xAG): 0.6. Progressive Carries: 17. Progressive Passes: 75. 
